,CPLX_INCIDENT_ID,CPLX_INC_IDENTIFIER,MEMBER_INCIDENT_ID,MEMBER_INC_IDENTIFIER,ICS_209_CPX,FOD_LIST
29,2014_000649_SOUTH FORK COMPLEX,750301,2014_000649_SOUTH FORK COMPLEX,750301,True,"['{""ID"" : 300005388, ""MTBS_ID"" : ""OR4426911945020140801(SOUTH FORK COMPLEX)"", ""COORDS"" : (44.20916667, -119.54305556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1611.0, ""DISC"" : 213, ""CONT"" : 220.0}', '{""ID"" : 300024401, ""MTBS_ID"" : ""OR4426911945020140801(SOUTH FORK COMPLEX)"", ""COORDS"" : (44.2636, -119.4664), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 64531.0, ""DISC"" : 212, ""CONT"" : 300.0}']"
30,2014_000684_MCRAE COMPLEX,733009,2014_000672_HAMMER,732853,False,"['{""ID"" : 300000653, ""MTBS_ID"" : ""AZ3592011206820140704(MCRAE)"", ""COORDS"" : (35.92055556, -112.06861111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5505.0, ""DISC"" : 185, ""CONT"" : 242.0}', '{""ID"" : 300002937, ""MTBS_ID"" : ""AZ3588311194020140830(WILDFIRE-HAMMER FY14)"", ""COORDS"" : (35.8825, -111.94944444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 8871.0, ""DISC"" : 210, ""CONT"" : 242.0}']"
31,2014_001363_BASILONE COMPLEX,407445,2014_001352_PULGAS,405786,True,"['{""ID"" : 300150324, ""MTBS_ID"" : ""CA3335311728520140514(TOMAHAWK)"", ""COORDS"" : (33.3830556, -117.2636111), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 5367.0, ""DISC"" : 134, ""CONT"" : ""unknown""}', '{""ID"" : 300150329, ""MTBS_ID"" : ""CA3329911746620140515(PULGAS)"", ""COORDS"" : (33.5719444, -117.0772222), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 14416.0, ""DISC"" : 135, ""CONT"" : ""unknown""}', '{""ID"" : 300150346, ""MTBS_ID"" : ""CA3341811755020140516(COMBAT)"", ""COORDS"" : (33.4211111, -117.5536111), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 1457.0, ""DISC"" : 136, ""CONT"" : ""unknown""}']"
32,2014_001363_BASILONE COMPLEX,407445,2014_001359_COMBAT,405755,True,"['{""ID"" : 300150324, ""MTBS_ID"" : ""CA3335311728520140514(TOMAHAWK)"", ""COORDS"" : (33.3830556, -117.2636111), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 5367.0, ""DISC"" : 134, ""CONT"" : ""unknown""}', '{""ID"" : 300150329, ""MTBS_ID"" : ""CA3329911746620140515(PULGAS)"", ""COORDS"" : (33.5719444, -117.0772222), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 14416.0, ""DISC"" : 135, ""CONT"" : ""unknown""}', '{""ID"" : 300150346, ""MTBS_ID"" : ""CA3341811755020140516(COMBAT)"", ""COORDS"" : (33.4211111, -117.5536111), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 1457.0, ""DISC"" : 136, ""CONT"" : ""unknown""}']"
33,2014_001363_BASILONE COMPLEX,407445,2014_001363_BASILONE COMPLEX,407445,True,"['{""ID"" : 300150324, ""MTBS_ID"" : ""CA3335311728520140514(TOMAHAWK)"", ""COORDS"" : (33.3830556, -117.2636111), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 5367.0, ""DISC"" : 134, ""CONT"" : ""unknown""}', '{""ID"" : 300150329, ""MTBS_ID"" : ""CA3329911746620140515(PULGAS)"", ""COORDS"" : (33.5719444, -117.0772222), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 14416.0, ""DISC"" : 135, ""CONT"" : ""unknown""}', '{""ID"" : 300150346, ""MTBS_ID"" : ""CA3341811755020140516(COMBAT)"", ""COORDS"" : (33.4211111, -117.5536111), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 1457.0, ""DISC"" : 136, ""CONT"" : ""unknown""}']"
34,2014_001363_BASILONE COMPLEX,407445,2014_001554_TOMAHAWK,400503,True,"['{""ID"" : 300150324, ""MTBS_ID"" : ""CA3335311728520140514(TOMAHAWK)"", ""COORDS"" : (33.3830556, -117.2636111), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 5367.0, ""DISC"" : 134, ""CONT"" : ""unknown""}', '{""ID"" : 300150329, ""MTBS_ID"" : ""CA3329911746620140515(PULGAS)"", ""COORDS"" : (33.5719444, -117.0772222), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 14416.0, ""DISC"" : 135, ""CONT"" : ""unknown""}', '{""ID"" : 300150346, ""MTBS_ID"" : ""CA3341811755020140516(COMBAT)"", ""COORDS"" : (33.4211111, -117.5536111), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 1457.0, ""DISC"" : 136, ""CONT"" : ""unknown""}']"
35,2014_002423_COFFEE COMPLEX,742981,2014_002299_COFFEE,733393,True,"['{""ID"" : 300004537, ""MTBS_ID"" : ""CA4114112280520140802(COFFEE COMPLEX)"", ""COORDS"" : (41.14083333, -122.80472222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 6258.0, ""DISC"" : 210, ""CONT"" : 303.0}']"
36,2014_004111_BUZZARD COMPLEX,634805,2014_004100_BARTLETT,634217,True,"['{""ID"" : 300023292, ""MTBS_ID"" : ""OR4362911838720140714(BUZZARD)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 87141.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300023293, ""MTBS_ID"" : ""OR4325911851220140714(BEAVER CREEK)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 27337.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300023294, ""MTBS_ID"" : ""OR4371511840820140714(BARTLETT)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3975.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300024929, ""MTBS_ID"" : ""OR4332411821620140714(SADDLE DRAW)"", ""COORDS"" : (43.3283, -118.2244), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 280141.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300155112, ""COORDS"" : (43.3144444, -118.3669444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 10355.0, ""DISC"" : 195, ""CONT"" : ""unknown""}']"
37,2014_004111_BUZZARD COMPLEX,634805,2014_004103_BEAVER CREEK,634216,True,"['{""ID"" : 300023292, ""MTBS_ID"" : ""OR4362911838720140714(BUZZARD)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 87141.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300023293, ""MTBS_ID"" : ""OR4325911851220140714(BEAVER CREEK)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 27337.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300023294, ""MTBS_ID"" : ""OR4371511840820140714(BARTLETT)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3975.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300024929, ""MTBS_ID"" : ""OR4332411821620140714(SADDLE DRAW)"", ""COORDS"" : (43.3283, -118.2244), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 280141.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300155112, ""COORDS"" : (43.3144444, -118.3669444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 10355.0, ""DISC"" : 195, ""CONT"" : ""unknown""}']"
38,2014_004111_BUZZARD COMPLEX,634805,2014_004111_BUZZARD COMPLEX,634805,True,"['{""ID"" : 300023292, ""MTBS_ID"" : ""OR4362911838720140714(BUZZARD)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 87141.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300023293, ""MTBS_ID"" : ""OR4325911851220140714(BEAVER CREEK)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 27337.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300023294, ""MTBS_ID"" : ""OR4371511840820140714(BARTLETT)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3975.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300024929, ""MTBS_ID"" : ""OR4332411821620140714(SADDLE DRAW)"", ""COORDS"" : (43.3283, -118.2244), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 280141.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300155112, ""COORDS"" : (43.3144444, -118.3669444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 10355.0, ""DISC"" : 195, ""CONT"" : ""unknown""}']"
39,2014_004111_BUZZARD COMPLEX,634805,2014_004114_TWIN RESERVIOR,634652,True,"['{""ID"" : 300023292, ""MTBS_ID"" : ""OR4362911838720140714(BUZZARD)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 87141.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300023293, ""MTBS_ID"" : ""OR4325911851220140714(BEAVER CREEK)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 27337.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300023294, ""MTBS_ID"" : ""OR4371511840820140714(BARTLETT)"", ""COORDS"" : (43.6161, -118.4256), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3975.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300024929, ""MTBS_ID"" : ""OR4332411821620140714(SADDLE DRAW)"", ""COORDS"" : (43.3283, -118.2244), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 280141.0, ""DISC"" : 195, ""CONT"" : 246.0}', '{""ID"" : 300155112, ""COORDS"" : (43.3144444, -118.3669444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 10355.0, ""DISC"" : 195, ""CONT"" : ""unknown""}']"
40,2014_004283_SOUTH STEENS COMPLEX,996875,2014_004276_BONE CREEK BASIN,991327,True,"['{""ID"" : 300023327, ""MTBS_ID"" : ""OR4240011866820140916(SOUTH STEENS COMPLEX)"", ""COORDS"" : (42.4044, -118.6678), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 14700.0, ""DISC"" : 259, ""CONT"" : 278.0}', '{""ID"" : 300023329, ""MTBS_ID"" : ""OR4262311881920140916(BLITZEN CROSSING)"", ""COORDS"" : (42.6178, -118.8169), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5825.2, ""DISC"" : 259, ""CONT"" : 278.0}']"
41,2014_004283_SOUTH STEENS COMPLEX,996875,2014_004282_BLITZEN CROSSING,993789,True,"['{""ID"" : 300023327, ""MTBS_ID"" : ""OR4240011866820140916(SOUTH STEENS COMPLEX)"", ""COORDS"" : (42.4044, -118.6678), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 14700.0, ""DISC"" : 259, ""CONT"" : 278.0}', '{""ID"" : 300023329, ""MTBS_ID"" : ""OR4262311881920140916(BLITZEN CROSSING)"", ""COORDS"" : (42.6178, -118.8169), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5825.2, ""DISC"" : 259, ""CONT"" : 278.0}']"
42,2014_005564_JULY COMPLEX,744756,2014_005443_KNF LEEF,726847,True,"['{""ID"" : 300001003, ""MTBS_ID"" : ""CA4126812300220140731(WHITES)"", ""COORDS"" : (41.2675, -123.00222222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 33758.0, ""DISC"" : 211, ""CONT"" : 268.0}', '{""ID"" : 300003905, ""MTBS_ID"" : ""CA4154812306220140731(LOG)"", ""COORDS"" : (41.55, -123.05388889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3632.0, ""DISC"" : 211, ""CONT"" : 211.0}', '{""ID"" : 300003906, ""MTBS_ID"" : ""CA4152312316420140813(MAN)"", ""COORDS"" : (41.53583333, -123.16333333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 13110.0, ""DISC"" : 224, ""CONT"" : 224.0}', '{""ID"" : 300003907, ""COORDS"" : (41.24416667, -122.92805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 17.0, ""DISC"" : 210, ""CONT"" : 210.0}']"
43,2014_161-15_BEAVER COMPLEX,738768,2014_005497_KNF BEAVER,732202,False,"['{""ID"" : 300003947, ""MTBS_ID"" : ""CA4192412288020140730(KNF BEAVER)"", ""COORDS"" : (41.92444444, -122.87972222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 32496.0, ""DISC"" : 211, ""CONT"" : 281.0}', '{""ID"" : 300023949, ""MTBS_ID"" : ""OR4204812234620140731(BEAVER COMPLEX)"", ""COORDS"" : (42.0478, -122.345), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 35129.0, ""DISC"" : 211, ""CONT"" : 241.0}']"
44,2014_005564_JULY COMPLEX,744756,2014_005511_WHITES,732976,True,"['{""ID"" : 300001003, ""MTBS_ID"" : ""CA4126812300220140731(WHITES)"", ""COORDS"" : (41.2675, -123.00222222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 33758.0, ""DISC"" : 211, ""CONT"" : 268.0}', '{""ID"" : 300003905, ""MTBS_ID"" : ""CA4154812306220140731(LOG)"", ""COORDS"" : (41.55, -123.05388889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3632.0, ""DISC"" : 211, ""CONT"" : 211.0}', '{""ID"" : 300003906, ""MTBS_ID"" : ""CA4152312316420140813(MAN)"", ""COORDS"" : (41.53583333, -123.16333333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 13110.0, ""DISC"" : 224, ""CONT"" : 224.0}', '{""ID"" : 300003907, ""COORDS"" : (41.24416667, -122.92805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 17.0, ""DISC"" : 210, ""CONT"" : 210.0}']"
45,2014_005564_JULY COMPLEX,744756,2014_005514_LOG,732812,True,"['{""ID"" : 300001003, ""MTBS_ID"" : ""CA4126812300220140731(WHITES)"", ""COORDS"" : (41.2675, -123.00222222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 33758.0, ""DISC"" : 211, ""CONT"" : 268.0}', '{""ID"" : 300003905, ""MTBS_ID"" : ""CA4154812306220140731(LOG)"", ""COORDS"" : (41.55, -123.05388889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3632.0, ""DISC"" : 211, ""CONT"" : 211.0}', '{""ID"" : 300003906, ""MTBS_ID"" : ""CA4152312316420140813(MAN)"", ""COORDS"" : (41.53583333, -123.16333333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 13110.0, ""DISC"" : 224, ""CONT"" : 224.0}', '{""ID"" : 300003907, ""COORDS"" : (41.24416667, -122.92805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 17.0, ""DISC"" : 210, ""CONT"" : 210.0}']"
46,2014_005956_HAPPY CAMP COMPLEX,809568,2014_005991_DELTA,818745,True,"['{""ID"" : 300000284, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.79277778, -123.36138889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 150.0, ""DISC"" : 223, ""CONT"" : 241.0}', '{""ID"" : 300000289, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.705, -123.19111111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5225.0, ""DISC"" : 223, ""CONT"" : 237.0}', '{""ID"" : 300001006, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.7725, -123.35583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 115279.2, ""DISC"" : 223, ""CONT"" : 273.0}', '{""ID"" : 300001008, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.92305556, -123.43083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 185.0, ""DISC"" : 223, ""CONT"" : 241.0}']"
47,2014_005564_JULY COMPLEX,744756,2014_006000_MAN,816154,True,"['{""ID"" : 300001003, ""MTBS_ID"" : ""CA4126812300220140731(WHITES)"", ""COORDS"" : (41.2675, -123.00222222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 33758.0, ""DISC"" : 211, ""CONT"" : 268.0}', '{""ID"" : 300003905, ""MTBS_ID"" : ""CA4154812306220140731(LOG)"", ""COORDS"" : (41.55, -123.05388889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3632.0, ""DISC"" : 211, ""CONT"" : 211.0}', '{""ID"" : 300003906, ""MTBS_ID"" : ""CA4152312316420140813(MAN)"", ""COORDS"" : (41.53583333, -123.16333333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 13110.0, ""DISC"" : 224, ""CONT"" : 224.0}', '{""ID"" : 300003907, ""COORDS"" : (41.24416667, -122.92805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 17.0, ""DISC"" : 210, ""CONT"" : 210.0}']"
48,2014_005956_HAPPY CAMP COMPLEX,809568,2014_006008_FRYING PAN,826275,True,"['{""ID"" : 300000284, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.79277778, -123.36138889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 150.0, ""DISC"" : 223, ""CONT"" : 241.0}', '{""ID"" : 300000289, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.705, -123.19111111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5225.0, ""DISC"" : 223, ""CONT"" : 237.0}', '{""ID"" : 300001006, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.7725, -123.35583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 115279.2, ""DISC"" : 223, ""CONT"" : 273.0}', '{""ID"" : 300001008, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.92305556, -123.43083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 185.0, ""DISC"" : 223, ""CONT"" : 241.0}']"
49,2014_005956_HAPPY CAMP COMPLEX,809568,2014_006010_KEMPER,830659,True,"['{""ID"" : 300000284, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.79277778, -123.36138889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 150.0, ""DISC"" : 223, ""CONT"" : 241.0}', '{""ID"" : 300000289, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.705, -123.19111111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5225.0, ""DISC"" : 223, ""CONT"" : 237.0}', '{""ID"" : 300001006, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.7725, -123.35583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 115279.2, ""DISC"" : 223, ""CONT"" : 273.0}', '{""ID"" : 300001008, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.92305556, -123.43083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 185.0, ""DISC"" : 223, ""CONT"" : 241.0}']"
50,2014_005956_HAPPY CAMP COMPLEX,809568,2014_006014_FAULKSTEIN,826309,True,"['{""ID"" : 300000284, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.79277778, -123.36138889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 150.0, ""DISC"" : 223, ""CONT"" : 241.0}', '{""ID"" : 300000289, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.705, -123.19111111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5225.0, ""DISC"" : 223, ""CONT"" : 237.0}', '{""ID"" : 300001006, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.7725, -123.35583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 115279.2, ""DISC"" : 223, ""CONT"" : 273.0}', '{""ID"" : 300001008, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.92305556, -123.43083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 185.0, ""DISC"" : 223, ""CONT"" : 241.0}']"
51,2014_007202_LODGE COMPLEX,731475,2014_007202_LODGE COMPLEX,731475,True,"['{""ID"" : 300335348, ""MTBS_ID"" : ""CA3976812365020140730(LODGE COMPLEX)"", ""COORDS"" : (39.833208, -123.631965), ""CAUSE"" : ""9(Miscellaneous)"", ""SIZE"" : 12535.0, ""DISC"" : 211, ""CONT"" : 252.0}']"
52,2014_010242_SAN DIEGO COMPLEX,402977,2014_010173_HIGHWAY,403706,True,"['{""ID"" : 300147127, ""MTBS_ID"" : ""CA3312011716020140514(SAN DIEGO COMPLEX)"", ""COORDS"" : (33.314267, -117.154967), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 438.0, ""DISC"" : 134, ""CONT"" : 136.0}']"
53,2014_010242_SAN DIEGO COMPLEX,402977,2014_010212_COCOS,403676,True,"['{""ID"" : 300147127, ""MTBS_ID"" : ""CA3312011716020140514(SAN DIEGO COMPLEX)"", ""COORDS"" : (33.314267, -117.154967), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 438.0, ""DISC"" : 134, ""CONT"" : 136.0}']"
54,2014_010242_SAN DIEGO COMPLEX,402977,2014_010242_SAN DIEGO COMPLEX,402977,True,"['{""ID"" : 300147127, ""MTBS_ID"" : ""CA3312011716020140514(SAN DIEGO COMPLEX)"", ""COORDS"" : (33.314267, -117.154967), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 438.0, ""DISC"" : 134, ""CONT"" : 136.0}']"
55,2014_014120_SELWAY COMPLEX,916738,2014_014094_VANCE,803156,True,"['{""ID"" : 300000132, ""MTBS_ID"" : ""ID4597111481820140809(ELEVATOR MOUNTAIN)"", ""COORDS"" : (45.97083333, -114.81805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 4227.0, ""DISC"" : 220, ""CONT"" : 297.0}', '{""ID"" : 300001620, ""COORDS"" : (45.77361111, -114.74583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 236, ""CONT"" : 297.0}', '{""ID"" : 300001621, ""COORDS"" : (45.82444444, -114.44944444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001622, ""MTBS_ID"" : ""ID4576611479220140822(RAVEN CREEK)"", ""COORDS"" : (45.765, -114.79166667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3853.0, ""DISC"" : 237, ""CONT"" : 297.0}', '{""ID"" : 300001623, ""COORDS"" : (45.91333333, -114.50083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2.0, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001624, ""COORDS"" : (45.84166667, -114.885), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 223, ""CONT"" : 297.0}']"
56,2014_014120_SELWAY COMPLEX,916738,2014_014095_JERUSALEM,808974,True,"['{""ID"" : 300000132, ""MTBS_ID"" : ""ID4597111481820140809(ELEVATOR MOUNTAIN)"", ""COORDS"" : (45.97083333, -114.81805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 4227.0, ""DISC"" : 220, ""CONT"" : 297.0}', '{""ID"" : 300001620, ""COORDS"" : (45.77361111, -114.74583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 236, ""CONT"" : 297.0}', '{""ID"" : 300001621, ""COORDS"" : (45.82444444, -114.44944444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001622, ""MTBS_ID"" : ""ID4576611479220140822(RAVEN CREEK)"", ""COORDS"" : (45.765, -114.79166667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3853.0, ""DISC"" : 237, ""CONT"" : 297.0}', '{""ID"" : 300001623, ""COORDS"" : (45.91333333, -114.50083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2.0, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001624, ""COORDS"" : (45.84166667, -114.885), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 223, ""CONT"" : 297.0}']"
57,2014_014120_SELWAY COMPLEX,916738,2014_014096_EAGLE CREEK,808990,True,"['{""ID"" : 300000132, ""MTBS_ID"" : ""ID4597111481820140809(ELEVATOR MOUNTAIN)"", ""COORDS"" : (45.97083333, -114.81805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 4227.0, ""DISC"" : 220, ""CONT"" : 297.0}', '{""ID"" : 300001620, ""COORDS"" : (45.77361111, -114.74583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 236, ""CONT"" : 297.0}', '{""ID"" : 300001621, ""COORDS"" : (45.82444444, -114.44944444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001622, ""MTBS_ID"" : ""ID4576611479220140822(RAVEN CREEK)"", ""COORDS"" : (45.765, -114.79166667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3853.0, ""DISC"" : 237, ""CONT"" : 297.0}', '{""ID"" : 300001623, ""COORDS"" : (45.91333333, -114.50083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2.0, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001624, ""COORDS"" : (45.84166667, -114.885), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 223, ""CONT"" : 297.0}']"
