,Hazard,Tracking #
4699,Inadequate PPE,14-0245
4700,Inadequate PPE,15-0205
4701,Inadequate PPE,15-0395
4702,Inadequate PPE,15-0417
4703,Inadequate PPE,15-0713
4704,Inadequate PPE,17-0098
4705,Helitorch Operations Failure,98-0055
4706,Helitorch Operations Failure,98-0069
4707,Helitorch Operations Failure,98-0691
4708,Helitorch Operations Failure,99-0013
4709,Helitorch Operations Failure,99-0036
4710,Helitorch Operations Failure,99-0047
4711,Helitorch Operations Failure,99-1013
4712,Helitorch Operations Failure,00-0657
4713,Helitorch Operations Failure,01-0009
4714,Helitorch Operations Failure,01-0058
4715,Helitorch Operations Failure,02-0115
4716,Helitorch Operations Failure,02-0196
4717,Helitorch Operations Failure,02-0382
4718,Helitorch Operations Failure,03-0021
4719,Helitorch Operations Failure,03-0807
4720,Helitorch Operations Failure,03-1365
4721,Helitorch Operations Failure,03-1367
4722,Helitorch Operations Failure,04-0019
4723,Helitorch Operations Failure,04-0156
4724,Helitorch Operations Failure,05-0076
4725,Helitorch Operations Failure,05-0078
4726,Helitorch Operations Failure,05-0914
4727,Helitorch Operations Failure,06-0319
4728,Helitorch Operations Failure,07-0042
4729,Helitorch Operations Failure,08-0207
4730,Helitorch Operations Failure,08-0914
4731,Helitorch Operations Failure,09-0836
4732,Helitorch Operations Failure,10-0159
4733,Helitorch Operations Failure,10-0189
4734,Helitorch Operations Failure,10-0451
4735,Helitorch Operations Failure,11-0938
4736,Helitorch Operations Failure,14-0117
4737,Helitorch Operations Failure,14-0801
4738,Helitorch Operations Failure,18-0344
4739,Helitorch Operations Failure,19-0102
4740,Control Surface Damage,97-0184
4741,Control Surface Damage,97-0214
4742,Control Surface Damage,98-0133
4743,Control Surface Damage,98-0076
4744,Control Surface Damage,98-0129
4745,Control Surface Damage,98-0157
4746,Control Surface Damage,98-0227
4747,Control Surface Damage,98-0331
4748,Control Surface Damage,98-0344
4749,Control Surface Damage,98-0465
4750,Control Surface Damage,98-0811
4751,Control Surface Damage,99-0068
4752,Control Surface Damage,99-0099
4753,Control Surface Damage,99-0521
4754,Control Surface Damage,99-0538
4755,Control Surface Damage,99-0821
4756,Control Surface Damage,99-0905
4757,Control Surface Damage,00-0032
4758,Control Surface Damage,00-0051
4759,Control Surface Damage,00-0978
4760,Control Surface Damage,00-0097
4761,Control Surface Damage,00-0118
4762,Control Surface Damage,00-0357
4763,Control Surface Damage,00-0433
4764,Control Surface Damage,00-0443
4765,Control Surface Damage,00-0513
4766,Control Surface Damage,00-0547
4767,Control Surface Damage,00-0572
4768,Control Surface Damage,00-0682
4769,Control Surface Damage,00-0713
4770,Control Surface Damage,00-0902
4771,Control Surface Damage,01-0007
4772,Control Surface Damage,01-0384
4773,Control Surface Damage,01-0443
4774,Control Surface Damage,01-0461
4775,Control Surface Damage,01-0477
4776,Control Surface Damage,01-0503
4777,Control Surface Damage,01-0586
4778,Control Surface Damage,01-0684
4779,Control Surface Damage,01-0687
4780,Control Surface Damage,01-0694
4781,Control Surface Damage,01-0701
4782,Control Surface Damage,01-0734
4783,Control Surface Damage,01-0861
4784,Control Surface Damage,01-0939
4785,Control Surface Damage,01-1093
4786,Control Surface Damage,02-0066
4787,Control Surface Damage,02-0136
4788,Control Surface Damage,02-0179
4789,Control Surface Damage,02-0266
4790,Control Surface Damage,02-0331
4791,Control Surface Damage,02-0494
4792,Control Surface Damage,02-0495
4793,Control Surface Damage,02-0515
4794,Control Surface Damage,02-0527
4795,Control Surface Damage,02-0619
4796,Control Surface Damage,02-0651
4797,Control Surface Damage,02-0748
4798,Control Surface Damage,02-0758
4799,Control Surface Damage,02-0799
4800,Control Surface Damage,02-0805
4801,Control Surface Damage,02-0811
4802,Control Surface Damage,02-0866
4803,Control Surface Damage,02-0936
4804,Control Surface Damage,02-0944
4805,Control Surface Damage,02-0948
4806,Control Surface Damage,02-1239
4807,Control Surface Damage,02-1273
4808,Control Surface Damage,02-1274
4809,Control Surface Damage,02-1297
4810,Control Surface Damage,02-1304
4811,Control Surface Damage,02-1408
4812,Control Surface Damage,03-0228
4813,Control Surface Damage,03-0291
4814,Control Surface Damage,03-0301
4815,Control Surface Damage,03-0341
4816,Control Surface Damage,03-0391
4817,Control Surface Damage,03-0413
4818,Control Surface Damage,03-0415
4819,Control Surface Damage,03-0433
4820,Control Surface Damage,03-0448
4821,Control Surface Damage,03-0484
4822,Control Surface Damage,03-0516
4823,Control Surface Damage,03-0532
4824,Control Surface Damage,03-0574
4825,Control Surface Damage,03-0575
4826,Control Surface Damage,03-0661
4827,Control Surface Damage,03-0688
4828,Control Surface Damage,03-0694
4829,Control Surface Damage,03-0702
4830,Control Surface Damage,03-0703
4831,Control Surface Damage,03-0743
4832,Control Surface Damage,03-0809
4833,Control Surface Damage,03-0821
4834,Control Surface Damage,03-0825
4835,Control Surface Damage,03-0838
4836,Control Surface Damage,03-1035
4837,Control Surface Damage,03-1038
4838,Control Surface Damage,03-1289
4839,Control Surface Damage,03-1394
4840,Control Surface Damage,04-0004
4841,Control Surface Damage,04-0089
4842,Control Surface Damage,04-0318
4843,Control Surface Damage,04-0333
4844,Control Surface Damage,04-0358
4845,Control Surface Damage,04-0484
4846,Control Surface Damage,04-0487
4847,Control Surface Damage,04-0514
4848,Control Surface Damage,04-0614
4849,Control Surface Damage,04-0708
4850,Control Surface Damage,04-0727
4851,Control Surface Damage,04-0797
4852,Control Surface Damage,04-0816
4853,Control Surface Damage,04-0829
4854,Control Surface Damage,04-0836
4855,Control Surface Damage,04-0839
4856,Control Surface Damage,05-0013
4857,Control Surface Damage,05-0082
4858,Control Surface Damage,05-0337
4859,Control Surface Damage,05-0349
4860,Control Surface Damage,05-0432
4861,Control Surface Damage,05-0502
4862,Control Surface Damage,05-0515
4863,Control Surface Damage,05-0585
4864,Control Surface Damage,05-0661
4865,Control Surface Damage,05-0716
4866,Control Surface Damage,05-0836
4867,Control Surface Damage,05-0873
4868,Control Surface Damage,06-0002
4869,Control Surface Damage,06-0086
4870,Control Surface Damage,06-0153
4871,Control Surface Damage,06-0183
4872,Control Surface Damage,06-0299
4873,Control Surface Damage,06-0387
4874,Control Surface Damage,06-0416
4875,Control Surface Damage,06-0487
4876,Control Surface Damage,06-0496
4877,Control Surface Damage,06-0513
4878,Control Surface Damage,06-0539
4879,Control Surface Damage,06-0545
4880,Control Surface Damage,06-0585
4881,Control Surface Damage,06-0641
4882,Control Surface Damage,06-0663
4883,Control Surface Damage,06-0744
4884,Control Surface Damage,06-0846
4885,Control Surface Damage,06-0964
4886,Control Surface Damage,06-0971
4887,Control Surface Damage,06-0974
4888,Control Surface Damage,06-0989
4889,Control Surface Damage,06-1001
4890,Control Surface Damage,06-1052
4891,Control Surface Damage,06-1103
4892,Control Surface Damage,06-1251
4893,Control Surface Damage,06-1261
4894,Control Surface Damage,07-0457
4895,Control Surface Damage,07-0545
4896,Control Surface Damage,07-0555
4897,Control Surface Damage,07-0598
4898,Control Surface Damage,07-0623
4899,Control Surface Damage,07-0644
4900,Control Surface Damage,07-0689
4901,Control Surface Damage,07-0699
4902,Control Surface Damage,07-0788
4903,Control Surface Damage,07-0841
4904,Control Surface Damage,07-0849
4905,Control Surface Damage,07-0901
4906,Control Surface Damage,07-0958
4907,Control Surface Damage,07-0988
4908,Control Surface Damage,07-0997
4909,Control Surface Damage,07-1052
4910,Control Surface Damage,07-1065
4911,Control Surface Damage,07-1092
4912,Control Surface Damage,07-1094
4913,Control Surface Damage,07-1095
4914,Control Surface Damage,07-1099
4915,Control Surface Damage,08-0042
4916,Control Surface Damage,08-0212
4917,Control Surface Damage,08-0279
4918,Control Surface Damage,08-0306
4919,Control Surface Damage,08-0319
4920,Control Surface Damage,08-0375
4921,Control Surface Damage,08-0411
4922,Control Surface Damage,08-0445
4923,Control Surface Damage,08-0456
4924,Control Surface Damage,08-0493
4925,Control Surface Damage,08-0595
4926,Control Surface Damage,08-0658
4927,Control Surface Damage,08-0681
4928,Control Surface Damage,08-0726
4929,Control Surface Damage,08-0779
4930,Control Surface Damage,08-0796
4931,Control Surface Damage,08-0875
4932,Control Surface Damage,08-0899
4933,Control Surface Damage,09-0043
4934,Control Surface Damage,09-0183
4935,Control Surface Damage,09-0226
4936,Control Surface Damage,09-0304
4937,Control Surface Damage,09-0368
4938,Control Surface Damage,09-0374
4939,Control Surface Damage,09-0377
4940,Control Surface Damage,09-0421
4941,Control Surface Damage,09-0423
4942,Control Surface Damage,09-0527
4943,Control Surface Damage,09-0543
4944,Control Surface Damage,09-0583
4945,Control Surface Damage,09-0585
4946,Control Surface Damage,09-0612
4947,Control Surface Damage,09-0625
4948,Control Surface Damage,09-0719
4949,Control Surface Damage,09-0727
4950,Control Surface Damage,09-0732
4951,Control Surface Damage,09-0742
4952,Control Surface Damage,09-0796
4953,Control Surface Damage,09-0804
4954,Control Surface Damage,10-0008
4955,Control Surface Damage,10-0019
4956,Control Surface Damage,10-0126
4957,Control Surface Damage,10-0141
4958,Control Surface Damage,10-0347
4959,Control Surface Damage,10-0481
4960,Control Surface Damage,10-0484
4961,Control Surface Damage,10-0524
4962,Control Surface Damage,10-0569
4963,Control Surface Damage,10-0574
4964,Control Surface Damage,10-0614
4965,Control Surface Damage,11-0184
4966,Control Surface Damage,11-0223
4967,Control Surface Damage,11-0235
4968,Control Surface Damage,11-0243
4969,Control Surface Damage,11-0298
4970,Control Surface Damage,11-0316
4971,Control Surface Damage,11-0322
4972,Control Surface Damage,11-0381
4973,Control Surface Damage,11-0536
4974,Control Surface Damage,11-0609
4975,Control Surface Damage,11-0812
4976,Control Surface Damage,11-0845
4977,Control Surface Damage,11-0847
4978,Control Surface Damage,11-0853
4979,Control Surface Damage,11-0867
4980,Control Surface Damage,11-0951
4981,Control Surface Damage,11-0988
4982,Control Surface Damage,11-1009
4983,Control Surface Damage,12-0022
4984,Control Surface Damage,12-0056
4985,Control Surface Damage,12-0129
4986,Control Surface Damage,12-0185
4987,Control Surface Damage,12-0228
4988,Control Surface Damage,12-0245
4989,Control Surface Damage,12-0246
4990,Control Surface Damage,12-0277
4991,Control Surface Damage,12-0278
4992,Control Surface Damage,12-0295
4993,Control Surface Damage,12-0345
4994,Control Surface Damage,12-0368
4995,Control Surface Damage,12-0515
4996,Control Surface Damage,12-0519
4997,Control Surface Damage,12-0546
4998,Control Surface Damage,12-0564
4999,Control Surface Damage,12-0565
5000,Control Surface Damage,12-0607
5001,Control Surface Damage,12-0644
5002,Control Surface Damage,12-0666
5003,Control Surface Damage,12-0742
5004,Control Surface Damage,12-0747
5005,Control Surface Damage,12-0753
5006,Control Surface Damage,12-0755
5007,Control Surface Damage,12-0771
5008,Control Surface Damage,12-0806
5009,Control Surface Damage,12-0811
5010,Control Surface Damage,12-0869
5011,Control Surface Damage,12-0888
5012,Control Surface Damage,12-0927
5013,Control Surface Damage,12-0948
5014,Control Surface Damage,12-0961
5015,Control Surface Damage,12-0997
5016,Control Surface Damage,12-1016
5017,Control Surface Damage,12-1036
5018,Control Surface Damage,12-1098
5019,Control Surface Damage,13-0206
5020,Control Surface Damage,13-0274
5021,Control Surface Damage,13-0317
5022,Control Surface Damage,13-0438
5023,Control Surface Damage,13-0444
5024,Control Surface Damage,13-0458
5025,Control Surface Damage,13-0526
5026,Control Surface Damage,13-0582
5027,Control Surface Damage,13-0599
5028,Control Surface Damage,13-0601
5029,Control Surface Damage,13-0619
5030,Control Surface Damage,13-0679
5031,Control Surface Damage,13-0731
5032,Control Surface Damage,13-0752
5033,Control Surface Damage,13-0757
5034,Control Surface Damage,13-0786
5035,Control Surface Damage,13-0814
5036,Control Surface Damage,13-0841
5037,Control Surface Damage,13-0862
5038,Control Surface Damage,13-0911
5039,Control Surface Damage,14-0265
5040,Control Surface Damage,14-0661
5041,Control Surface Damage,14-0692
5042,Control Surface Damage,14-0743
5043,Control Surface Damage,14-0756
5044,Control Surface Damage,14-0777
5045,Control Surface Damage,14-0784
5046,Control Surface Damage,15-0034
5047,Control Surface Damage,15-0157
5048,Control Surface Damage,15-0199
5049,Control Surface Damage,15-0261
5050,Control Surface Damage,15-0316
5051,Control Surface Damage,15-0336
5052,Control Surface Damage,15-0344
5053,Control Surface Damage,15-0351
5054,Control Surface Damage,15-0404
5055,Control Surface Damage,15-0411
5056,Control Surface Damage,15-0474
5057,Control Surface Damage,15-0581
5058,Control Surface Damage,15-0602
5059,Control Surface Damage,15-0605
5060,Control Surface Damage,15-0649
5061,Control Surface Damage,15-0664
5062,Control Surface Damage,15-0669
5063,Control Surface Damage,15-0675
5064,Control Surface Damage,15-0677
5065,Control Surface Damage,15-0694
5066,Control Surface Damage,15-0709
5067,Control Surface Damage,15-0761
5068,Control Surface Damage,15-0843
5069,Control Surface Damage,16-0133
5070,Control Surface Damage,16-0256
5071,Control Surface Damage,16-0318
5072,Control Surface Damage,16-0389
5073,Control Surface Damage,16-0497
5074,Control Surface Damage,16-0611
5075,Control Surface Damage,16-0632
5076,Control Surface Damage,16-0688
5077,Control Surface Damage,16-0698
5078,Control Surface Damage,16-0728
5079,Control Surface Damage,16-0738
5080,Control Surface Damage,16-0779
5081,Control Surface Damage,16-0868
5082,Control Surface Damage,16-0888
5083,Control Surface Damage,16-0906
5084,Control Surface Damage,16-0929
5085,Control Surface Damage,16-0939
5086,Control Surface Damage,16-0986
5087,Control Surface Damage,17-0358
5088,Control Surface Damage,17-0405
5089,Control Surface Damage,17-0678
5090,Control Surface Damage,17-0746
5091,Control Surface Damage,17-0801
5092,Control Surface Damage,17-0823
5093,Control Surface Damage,17-0848
5094,Control Surface Damage,17-0883
5095,Control Surface Damage,17-0899
5096,Control Surface Damage,17-0951
5097,Control Surface Damage,18-0006
5098,Control Surface Damage,18-0339
5099,Control Surface Damage,18-0512
5100,Control Surface Damage,18-0513
5101,Control Surface Damage,18-0575
5102,Control Surface Damage,18-0576
5103,Control Surface Damage,18-0602
5104,Control Surface Damage,18-0642
5105,Control Surface Damage,18-0653
5106,Control Surface Damage,18-0705
5107,Control Surface Damage,18-0715
5108,Control Surface Damage,18-0737
5109,Control Surface Damage,18-0746
5110,Control Surface Damage,18-0853
5111,Control Surface Damage,18-0866
5112,Control Surface Damage,18-0876
5113,Control Surface Damage,18-0922
5114,Control Surface Damage,19-0038
5115,Control Surface Damage,19-0228
5116,Control Surface Damage,19-0244
5117,Control Surface Damage,19-0286
5118,Control Surface Damage,19-0338
5119,Control Surface Damage,19-0365
5120,Control Surface Damage,19-0395
5121,Control Surface Damage,19-0435
5122,Control Surface Damage,19-0447
5123,Control Surface Damage,19-0451
5124,Control Surface Damage,19-0452
5125,Control Surface Damage,19-0457
5126,Control Surface Damage,19-0511
5127,Control Surface Damage,19-0518
5128,Control Surface Damage,20-0016
5129,Control Surface Damage,20-0204
5130,Control Surface Damage,20-0274
5131,Control Surface Damage,20-0576
5132,Control Surface Damage,20-0599
5133,Control Surface Damage,20-0646
5134,Control Surface Damage,20-0964
5135,Control Surface Damage,20-1017
5136,Control Surface Damage,20-1023
5137,Control Surface Damage,20-1165
5138,Control Surface Damage,20-1235
5139,Control Surface Damage,20-1255
5140,Control Surface Damage,21-0034
5141,Control Surface Damage,21-0106
5142,Control Surface Damage,21-0128
5143,Control Surface Damage,21-0151
5144,Control Surface Damage,21-0154
